issue_key,project,issue_type,title,description,actual_story_points,predicted_story_points,confidence,complex_flag,subtask_count,subtask_points_sum,subtask_titles,subtasks_json,reasoning,source,rag_story_points,rag_raw_average,rag_confidence,no_rag_fallback,similar_tickets_json
MDL-43864,Moodle,Bug,Add atto plugin to prevent automatic linking.,This is a feature in tinyMCE 3 - so I guess we need it.     Can we disable it by default please?,13,8,0.3,False,0,0,,[],"The ticket request matches past issues where custom editor plugins (like Atto) needed to be disabled or selected per user, such as MDL-40493 (5 SP), which proposed allowing individual html editor plugin selection. The current request is more specific in wanting the Atto plugin disabled by default within TinyMCE for Moodle, but lacks details on implementation complexity and integration scope. Compared to similar requests, this has less overall impact since it's a single plugin setting rather than full plugin replacement or extensive UI changes.",rag+llm:olmo-3-7b-instruct,8,7.37,0.3,False,"[{""issue_key"": ""MDL-42317"", ""story_points"": 21, ""similarity"": 0.5878, ""title"": ""TinyMCE editor can overlap with Blocks on New Event Page in Calendar in Clean Theme""}, {""issue_key"": ""MDL-40493"", ""story_points"": 5, ""similarity"": 0.5828, ""title"": ""Allow an editor plugin to be chosen per profile""}, {""issue_key"": ""EVG-6324"", ""story_points"": 2, ""similarity"": 0.5678, ""title"": ""\""\""Override Dependencies\""\"" isn't deactivated after enabling""}, {""issue_key"": ""MDL-40768"", ""story_points"": 8, ""similarity"": 0.53, ""title"": ""Extract icons from TinyMCE 4.0""}, {""issue_key"": ""APSTUD-3696"", ""story_points"": 1, ""similarity"": 0.528, ""title"": ""Set \""\""Mark Occurrences\""\"" as \""\""off\""\"" by default""}, {""issue_key"": ""DNN-7147"", ""story_points"": 2, ""similarity"": 0.5269, ""title"": ""Remove Widget framework""}, {""issue_key"": ""MDL-43860"", ""story_points"": 8, ""similarity"": 0.5041, ""title"": ""New Atto plugin switch language LTR/RTL""}, {""issue_key"": ""TIMOB-23500"", ""story_points"": 2, ""similarity"": 0.5035, ""title"": ""Android: Ti.UI.Label.ellipsize should default to TruncateAt.END, but is undefined""}, {""issue_key"": ""MDL-41385"", ""story_points"": 21, ""similarity"": 0.4997, ""title"": ""Create icons for non-default buttons""}, {""issue_key"": ""CONFSERVER-32457"", ""story_points"": 3, ""similarity"": 0.4854, ""title"": ""Editor toolbar behaves incorrectly on quick edit""}]"
DM-12078,Lsstcorp Data management,Story,Build thread manager to monitor consumer thread heath in devices.,"This needed enhancement addresses the critical case that occurs when a consumer thread throws an exception and effectively dies. Now the death of a thread is detected and restarted. In addition, thread cleanup is now handled by events maintained in the thread manager.",13,5,0.3,True,3,5,Thread death detection implementation | Event-driven thread cleanup system | Integration with device health events,"[{""title"": ""Thread death detection implementation"", ""story_points"": 3, ""reasoning"": ""Implements monitoring for consumer thread exceptions to detect when a thread dies.""}, {""title"": ""Event-driven thread cleanup system"", ""story_points"": 2, ""reasoning"": ""Handles thread cleanup via events managed by the thread manager, reducing manual intervention.""}, {""title"": ""Integration with device health events"", ""story_points"": 0, ""reasoning"": """"}]","The ticket focuses on monitoring and managing consumer threads in the thread manager for device health, similar to MULE-14847 which addressed operation retry with transactional thread handling (2 SP). The current scope is narrower as it specifically targets thread health events rather than transaction context, but shares complexity around thread lifecycle management. Therefore, I estimate 5 story points based on comparable moderate complexity and effort.",rag+llm:olmo-3-7b-instruct,5,3.97,0.3,False,"[{""issue_key"": ""MULE-14847"", ""story_points"": 2, ""similarity"": 0.5583, ""title"": ""Operation retry with transaction changes thread""}, {""issue_key"": ""MESOS-3158"", ""story_points"": 3, ""similarity"": 0.551, ""title"": ""Libprocess Process: Join runqueue workers during finalization""}, {""issue_key"": ""DM-18616"", ""story_points"": 1, ""similarity"": 0.5305, ""title"": ""Fix shutdown procedure in DMCS""}, {""issue_key"": ""MULE-7228"", ""story_points"": 1, ""similarity"": 0.5289, ""title"": ""Confusing log message in EventProcessingThread""}, {""issue_key"": ""MULE-9224"", ""story_points"": 0, ""similarity"": 0.5259, ""title"": ""Using multiple threads in an until successful causes an exception if the message is rejected""}, {""issue_key"": ""DM-2830"", ""story_points"": 21, ""similarity"": 0.5154, ""title"": ""orphan threads in archive DMCS""}, {""issue_key"": ""DM-18839"", ""story_points"": 8, ""similarity"": 0.4944, ""title"": ""Remove explicit registry close in the butler""}, {""issue_key"": ""DURACLOUD-457"", ""story_points"": 1, ""similarity"": 0.4933, ""title"": ""Service Monitoring on reconfigure""}, {""issue_key"": ""JAVA-1271"", ""story_points"": 1, ""similarity"": 0.4927, ""title"": ""Java driver does not clean up thread resources (sometimes)""}, {""issue_key"": ""MULE-14587"", ""story_points"": 2, ""similarity"": 0.4902, ""title"": ""Properly handle InterruptedException in blocking processors api""}]"
TIMOB-27685,The Titanium SDK ,Improvement,Android: Update hyperloop module to support gradle dependencies,"*Summary:*  In Titanium 9.0.0, we will be changing the Android app build system from """"""""ant"""""""" to """"""""gradle"""""""". This will be a breaking-change that will require the hyperloop module to change how it hooks into the build. But this is also a good opportunity to support gradle's """"""""dependencies"""""""" feature which allows the hyperloop user to reference dependencies via their maven {{<groupId>:<libraryName>:<version>}} references.    *Recommended Solution:*  Add support for an optional """"""""build.gradle"""""""" file to the following Titanium app project directory...  {{./platform/android/build.gradle}}    The file can then reference dependences like this...  {code:groovy}  repositories {   google()   jcenter()  }    dependencies {   implementation 'com.google.android.gms:play-services-<USER>18.3.0'  }  {code}    *Note:*  This feature depend on [TIMOB-19300] to be completed first.",13,5,0.52,True,3,5,Implement Gradle dependency configuration | Update Hyperloop source to use Gradle instead of Ant | Support optional dependencies via repositories,"[{""title"": ""Implement Gradle dependency configuration"", ""story_points"": 3, ""reasoning"": ""Add a build.gradle file in the specified directory to declare dependencies using Maven syntax.""}, {""title"": ""Update Hyperloop source to use Gradle instead of Ant"", ""story_points"": 2, ""reasoning"": ""Modify Hyperloop's build process to leverage Gradle's dependency resolution and plugin integration.""}, {""title"": ""Support optional dependencies via repositories"", ""story_points"": 0, ""reasoning"": """"}]","The ticket aligns with past Android Hyperloop tickets that required updates to build systems (e.g., TIMOB-27778 at 3 SP) and similar dependency management changes (TIMOB-27686 at 5 SP). Since the current task involves adapting the hyperloop module for Gradle dependencies in Titanium 9.0.0, its scope is comparable to those past tickets but slightly more complex due to integration with the new build tooling. The estimate reflects moderate confidence based on analogous work.",rag+llm:olmo-3-7b-instruct,5,4.03,0.52,False,"[{""issue_key"": ""TIMOB-27686"", ""story_points"": 5, ""similarity"": 0.7411, ""title"": ""Android: Auto-download build system dependencies via gradle""}, {""issue_key"": ""TIMOB-27781"", ""story_points"": 5, ""similarity"": 0.7116, ""title"": ""Android: App/Module builds fail with JDK 13 as of 9.0.0""}, {""issue_key"": ""TIMOB-28081"", ""story_points"": 3, ""similarity"": 0.6943, ""title"": ""Android: App build fails if it includes an Apache \""\""commons-logging\""\"" library""}, {""issue_key"": ""TIMOB-27472"", ""story_points"": 5, ""similarity"": 0.6826, ""title"": ""Android: Add Java 8 support""}, {""issue_key"": ""TIMOB-24446"", ""story_points"": 5, ""similarity"": 0.6757, ""title"": ""Android: Allow user to specify Android Support Library version""}, {""issue_key"": ""TIMOB-25799"", ""story_points"": 3, ""similarity"": 0.6534, ""title"": ""Android: Cannot build titanium project with JDK 1.9""}, {""issue_key"": ""TIMOB-26037"", ""story_points"": 1, ""similarity"": 0.6349, ""title"": ""Hyperloop: Accessing internal WebSocket library""}, {""issue_key"": ""TIMOB-27758"", ""story_points"": 5, ""similarity"": 0.6338, ""title"": ""Android: Modules with AARs in \""\""lib\""\"" directory should trigger a build failure in 9.0.0""}, {""issue_key"": ""CLI-1066"", ""story_points"": 5, ""similarity"": 0.6327, ""title"": ""Hyperloop: If you have an older version of Hyperloop in your module global space, you cannot get the newer Hyperloop version""}, {""issue_key"": ""TIMOB-27778"", ""story_points"": 3, ""similarity"": 0.6246, ""title"": ""Android: Update gradle build tools to 3.6.x""}]"
DM-23576,Lsstcorp Data management,Story,Create ci_lsst variant for gen3,Once DM-21212 is completed we need to demonstrate that we can process LSST data. The simplest way to do this is to create a gen3 version of ci_lsst using pipetask.,13,13,0.3,True,3,13,Create gen3 ci_lsst pipetask | Write test data generation script | Run and validate data products,"[{""title"": ""Create gen3 ci_lsst pipetask"", ""story_points"": 8, ""reasoning"": ""Set up the necessary pipeline configuration for gen3 variant of ci_lsst.""}, {""title"": ""Write test data generation script"", ""story_points"": 4, ""reasoning"": ""Generate sample LSST data to feed into the new gen3 pipeline variant.""}, {""title"": ""Run and validate data products"", ""story_points"": 1, ""reasoning"": ""Execute the pipetask and verify expected outputs match requirements.""}]","The task is to create a variant of ci_lsst for gen3 after a previous data management implementation (DM-21212). Similar past tickets like DM-16607 involved adding tests and test data for related packages, which required configuration and setup beyond simple code changes. The complexity here mirrors that effort due to the need to configure and run a new pipeline variant in a different context. This is comparable in scope to DM-16607 (21 SP) but likely smaller since it focuses on configuration/testing rather than full package development.",rag+llm:olmo-3-7b-instruct,13,8.65,0.3,False,"[{""issue_key"": ""DM-11936"", ""story_points"": 1, ""similarity"": 0.6842, ""title"": ""Document Science Pipelines Platforms in Prerequisites""}, {""issue_key"": ""DM-14683"", ""story_points"": 5, ""similarity"": 0.6737, ""title"": ""Update DMTN-067 with data model plans reached during the DMLT meeting""}, {""issue_key"": ""DM-7500"", ""story_points"": 21, ""similarity"": 0.6386, ""title"": ""Pipelines Documentation Part 3""}, {""issue_key"": ""DM-16607"", ""story_points"": 21, ""similarity"": 0.6277, ""title"": ""Add tests and test data for obs_lsst""}, {""issue_key"": ""DM-15937"", ""story_points"": 21, ""similarity"": 0.6232, ""title"": ""Production-style processing of simulated imsim LSSTCam data""}, {""issue_key"": ""DM-23778"", ""story_points"": 2, ""similarity"": 0.6174, ""title"": ""Write config and tests for obs_lsst gen2-gen3 convert""}, {""issue_key"": ""DM-11920"", ""story_points"": 5, ""similarity"": 0.6155, ""title"": ""Documentation for v14.0 release""}, {""issue_key"": ""DM-26170"", ""story_points"": 1, ""similarity"": 0.5936, ""title"": ""Migrate ci_cpp from lsst-dm to lsst""}, {""issue_key"": ""DM-13164"", ""story_points"": 8, ""similarity"": 0.5783, ""title"": ""Update documentation for ap_pipe""}, {""issue_key"": ""DM-5615"", ""story_points"": 1, ""similarity"": 0.5718, ""title"": ""Add pipe_drivers to lsstsw""}]"
DM-20495,Lsstcorp Data management,Story,DAX imgserv should have resource limits set,"So in looking at -int with the Jenkins failure, Josh thinks that the running out of memory issue might be on another service running on the same node as the Jenkins failure.  He also noticed that the DAX services aren't setting resource limits in kubernetes to help limit and restrict the resource usage, specifically the memory usage.  We should add this.  I'm going to make a duplicate issue for the TAP service part of this.",13,2,0.38,False,0,0,,[],"The ticket focuses on configuring Kubernetes resource limits (specifically memory) for the imgserv DAX service, similar to past work on DM-19845 where imgserv and metaserv were brought up in Kubernetes but without current resource constraints. Since the scope here is narrowly about adding resource limits rather than deploying or troubleshooting services, it aligns closely with 1 story point tasks from those past issues. The description does not mention scaling the service or handling complex deployments beyond setting limits.",rag+llm:olmo-3-7b-instruct,2,1.98,0.38,False,"[{""issue_key"": ""DM-19845"", ""story_points"": 1, ""similarity"": 0.5463, ""title"": ""Bring up imgserv and metaserv on lsst-lsp-int-dax""}, {""issue_key"": ""DM-18733"", ""story_points"": 1, ""similarity"": 0.5452, ""title"": ""Remove Jenkins pipeline dax/docker/build-release""}, {""issue_key"": ""DM-19338"", ""story_points"": 1, ""similarity"": 0.5364, ""title"": ""jenkins master running out of disk space""}, {""issue_key"": ""DM-26575"", ""story_points"": 5, ""similarity"": 0.5129, ""title"": ""Worker crash in ~MySqlConfig""}, {""issue_key"": ""DM-8915"", ""story_points"": 1, ""similarity"": 0.5096, ""title"": ""jenkins slave segv""}, {""issue_key"": ""DM-21456"", ""story_points"": 1, ""similarity"": 0.5089, ""title"": ""ts-ci jenkins master low disk space""}, {""issue_key"": ""DM-23047"", ""story_points"": 3, ""similarity"": 0.5087, ""title"": ""TAP service got stuck processing every other request""}, {""issue_key"": ""DM-8946"", ""story_points"": 3, ""similarity"": 0.5043, ""title"": ""jenkins master unstable""}, {""issue_key"": ""INDY-1774"", ""story_points"": 2, ""similarity"": 0.5017, ""title"": ""Do a long test with a load pool can handle""}, {""issue_key"": ""DM-18605"", ""story_points"": 2, ""similarity"": 0.4963, ""title"": ""TSS Jenkins Executor offline""}]"
DM-3462,Lsstcorp Data management,Story,Make obs_decam handle raw data,"The current obs_decam expects instrument calibrated data from the community pipeline, i.e. it  requires matching instcal (Instrument Calibrated), dqmask (the associated mask file), and wtmap (weight map) data from the same visit.  This issue is to add functionality so that raw DECam images can be ingested into registry and retrieved by the data butler.     Practically, this will create new or expand existing sub-classes of CameraMapper and IngestTask.        A brief summary of changes:  - The unit test getRaw.py is updated and should pass, with DM-3196     - Working testdata_decam for the unit test is currently at lsst-dev /lsst8/testdata_decam and https://uofi.box.com/testdata-decam  - DecamInstcalMapper is renamed to DecamMapper, to reflect that Butler can also get """"""""raw"""""""" now besides """"""""instcal"""""""". Please update _mapper in your data repositories.  - To create a registry for raw data, run    - The default filetype is """"""""instcal"""""""" for ingestImagesDecam.py, so previous use for instcal stays.",13,8,0.3,True,5,8,Implement Raw Data Ingestion in DecamMapper | Update Registry Handling for Raw Images | Enhance Unit Tests for Raw Data Path | Integrate wtmap and dqmask Support for Raw | Refactor Documentation and Usage Instructions,"[{""title"": ""Implement Raw Data Ingestion in DecamMapper"", ""story_points"": 5, ""reasoning"": ""Modify DecamMapper to handle raw image inputs instead of just instrument calibrated data, building on the changes from DM-754.""}, {""title"": ""Update Registry Handling for Raw Images"", ""story_points"": 3, ""reasoning"": ""Create or update registry entries so that raw DECam images can be indexed and retrieved by the butler, similar to how instcal data is currently supported (inspired by DM-4034).""}, {""title"": ""Enhance Unit Tests for Raw Data Path"", ""story_points"": 0, ""reasoning"": ""Ensure new raw data ingestion logic is properly tested with the updated testdata_decam, extending tests from getRaw.py (DM-3196).""}, {""title"": ""Integrate wtmap and dqmask Support for Raw"", ""story_points"": 0, ""reasoning"": ""Add necessary handling to link raw images with their corresponding dqmask and wtmap files as required by the pipeline (addressing a gap not covered in DM-754).""}, {""title"": ""Refactor Documentation and Usage Instructions"", ""story_points"": 0, ""reasoning"": ""Update READMEs and user documentation to reflect raw data support, reducing confusion similar to issues noted in DM-24913.""}]","The ticket requires extending obs_decam to support raw DECam data ingestion and retrieval via the butler, which is a broader scope than previous fixes that targeted specific bugs or improvements in existing pipelines (e.g., DM-754 for updating obs_decam with new CameraGeom). Similar past tickets like DM-4034 focused on mosaics using instcal data, while this one adds support for raw images as an entirely new input type. The complexity arises from the need to modify multiple classes and ensure compatibility across the pipeline stack.",rag+llm:olmo-3-7b-instruct,8,5.65,0.3,False,"[{""issue_key"": ""DM-4034"", ""story_points"": 2, ""similarity"": 0.694, ""title"": ""Display DECam focal plane mosaics using showCamera""}, {""issue_key"": ""DM-22708"", ""story_points"": 8, ""similarity"": 0.6617, ""title"": ""Fix decam gen3 ingest""}, {""issue_key"": ""DM-24913"", ""story_points"": 5, ""similarity"": 0.632, ""title"": ""obs_decam README is confusing""}, {""issue_key"": ""DM-5586"", ""story_points"": 3, ""similarity"": 0.6298, ""title"": ""Fix obs_decam butler level""}, {""issue_key"": ""DM-13412"", ""story_points"": 3, ""similarity"": 0.6275, ""title"": ""camera mapper should specify DecoratedImageU instead of ImageU""}, {""issue_key"": ""DM-4191"", ""story_points"": 21, ""similarity"": 0.6017, ""title"": ""Initial code change to run ISR with DECam raw data""}, {""issue_key"": ""DM-19570"", ""story_points"": 1, ""similarity"": 0.5984, ""title"": ""Fix raw_sub testing in obs_base""}, {""issue_key"": ""DM-13849"", ""story_points"": 5, ""similarity"": 0.596, ""title"": ""Convert all ap_verify test data to obs_test""}, {""issue_key"": ""DM-754"", ""story_points"": 8, ""similarity"": 0.5954, ""title"": ""Update obs_decam for new CameraGeom""}, {""issue_key"": ""DM-6514"", ""story_points"": 1, ""similarity"": 0.5858, ""title"": ""Minor fixes to linearization""}]"
TISTUD-2276,Appcelerator Studio,Story,Support adding modules with no version specified,"Titanium SDK added a feature that will default to the latest module version if none is specified int he tiapp.xml (TIMOB-7973). When specifying a module, we should default to no version (use latest). This will enable users to more easily update modules without having to modify the tiapp.xml",13,5,0.37,False,0,0,,[],"The ticket aligns closely with TISTUD-2905 (3 SP), which addressed similar issues around SDK version and module selection in Titanium Studio's editor, indicating comparable complexity in UI/UX changes needed for configuration workflows. Additionally, TIMOB-7973 (not listed but analogous based on context) would also require defaulting behavior when no version is specified, matching the scope of this request. Since the current ticket focuses solely on supporting the 'no version' option rather than extending SDK features or deep system integration, it is not as large as TISTUD-3984 (8 SP), but still requires careful handling in the UI to ensure correct module updates.",rag+llm:olmo-3-7b-instruct,5,5.0,0.37,False,"[{""issue_key"": ""TISTUD-907"", ""story_points"": 13, ""similarity"": 0.8005, ""title"": ""Modules UI - Restrict the modules to an API-Level""}, {""issue_key"": ""TIMOB-20275"", ""story_points"": 5, ""similarity"": 0.7663, ""title"": ""\""\""Found incompatible Titanium module\""\"" error does not actually say wat the problem is""}, {""issue_key"": ""CLI-1359"", ""story_points"": 3, ""similarity"": 0.7314, ""title"": ""When commenting out modules in the Tiapp.xml and running a build all modules move to one line""}, {""issue_key"": ""TISTUD-1366"", ""story_points"": 5, ""similarity"": 0.7313, ""title"": ""Only check apiversion tag in manifest for Android modules""}, {""issue_key"": ""TIMOB-27204"", ""story_points"": 3, ""similarity"": 0.71, ""title"": ""CLI: apiversion validation always fails for native modules installed via npm""}, {""issue_key"": ""TIMOB-27047"", ""story_points"": 2, ""similarity"": 0.7086, ""title"": ""iOS: Version of SDKs default modules are not up to date""}, {""issue_key"": ""TISTUD-2905"", ""story_points"": 3, ""similarity"": 0.7012, ""title"": ""TiApp editor: Grayed out deployment targets and modules when switching to a different Ti SDK""}, {""issue_key"": ""TISTUD-1315"", ""story_points"": 2, ""similarity"": 0.6953, ""title"": ""Titanium Studio: TiApp Editor: Build Properties: Titanium SDK: if sdk field is set after being blank, tiapp.xml not updated""}, {""issue_key"": ""TISTUD-3984"", ""story_points"": 8, ""similarity"": 0.6913, ""title"": ""TiApp: mobileweb module missing version""}, {""issue_key"": ""TISTUD-5623"", ""story_points"": 5, ""similarity"": 0.6906, ""title"": ""Android: Ti.map module not available for addition to tiapp.xml""}]"
TIMOB-26957,The Titanium SDK ,Improvement,Android: Update V8 runtime to 7.3.492.26,- Upgrade V8 to the latest stable version {{7.3.492.26}}  - Includes snapshot support  - Maintain backwards compatibility,13,13,0.36,False,0,0,,[],"The ticket closely matches past Android updates to V8 runtimes (e.g., TIMOB-27687 at 8 SP, TIMOB-27178 at 21 SP, and TIMOB-27970 at 13 SP), all of which involved version upgrades with a focus on maintaining compatibility. Since the target V8 version (7.3.492.26) is similar in scope to previous updates—especially those updating to stable branches around 7.x—the estimate of 13 story points is consistent with past work requiring both an upgrade and careful backward compatibility handling.",rag+llm:olmo-3-7b-instruct,13,9.6,0.36,False,"[{""issue_key"": ""TIMOB-27687"", ""story_points"": 8, ""similarity"": 0.7999, ""title"": ""Android: Update V8 runtime to 7.9""}, {""issue_key"": ""TIMOB-27178"", ""story_points"": 21, ""similarity"": 0.7933, ""title"": ""Android: Update V8 runtime to 7.8""}, {""issue_key"": ""TIMOB-27970"", ""story_points"": 13, ""similarity"": 0.7505, ""title"": ""Android: Update V8 runtime to 8.4""}, {""issue_key"": ""TIMOB-26402"", ""story_points"": 8, ""similarity"": 0.5543, ""title"": ""Android: Maintain native module compatibility with Titanium 7.0.0""}, {""issue_key"": ""TIMOB-26340"", ""story_points"": 13, ""similarity"": 0.5532, ""title"": ""Android: Update V8 runtime to 7.0.276.42""}, {""issue_key"": ""TIMOB-23903"", ""story_points"": 13, ""similarity"": 0.5469, ""title"": ""Android: Update V8 runtime to 5.7.492.71""}, {""issue_key"": ""TIMOB-27627"", ""story_points"": 5, ""similarity"": 0.5341, ""title"": ""Android: Prevent snapshot failure from breaking build""}, {""issue_key"": ""MULE-14256"", ""story_points"": 2, ""similarity"": 0.5208, ""title"": ""Upgrade Awaitility""}, {""issue_key"": ""BAM-11939"", ""story_points"": 3, ""similarity"": 0.5159, ""title"": ""Mismatch between 'merged' status of XML and BuildDefinition""}, {""issue_key"": ""MESOS-4381"", ""story_points"": 3, ""similarity"": 0.5054, ""title"": ""Improve upgrade compatibility documentation.""}]"
MULE-7003,Mule,Enhancement Request,Add support for EE's Batch Module,Implement a new module that allows processing of large data sets at a record level. Specification available in issue DI-4 (http://corp.wiki.mulesource.com/display/WP/Batch+Module),21,8,0.3,True,4,10,Design batch processing API | Implement record-level data handling | Integrate with Mule runtime | Add error handling and recovery,"[{""title"": ""Design batch processing API"", ""story_points"": 3, ""reasoning"": ""Define the interface and contract for the new batch module to ensure compatibility with existing Mule flows.""}, {""title"": ""Implement record-level data handling"", ""story_points"": 4, ""reasoning"": ""Develop logic to process records in batches, considering memory and throughput requirements similar to APIKIT-2251's OOM issues.""}, {""title"": ""Integrate with Mule runtime"", ""story_points"": 1, ""reasoning"": ""Connect the batch module into the core Mule event processing pipeline, possibly requiring changes akin to those in MULE-13700 for flow integration.""}, {""title"": ""Add error handling and recovery"", ""story_points"": 2, ""reasoning"": ""Ensure robust error management for failed batches, inspired by best practices from high-complexity enhancements like logging modules (MULE-14487).""}]","The ticket requires building a new module for processing large data sets at the record level, similar to how MULE-13700 addressed flow stack dumps and MULE-14487 focused on logging infrastructure—both of which involved significant architectural changes across the runtime. The complexity stems from integrating a new processing layer that can handle batch operations efficiently, akin to the scale seen in high-point tickets like MULE-13700 (21 SP). Given the need for end-to-end support and possible interactions with existing data flow layers, this work likely spans multiple subsystems.",rag+llm:olmo-3-7b-instruct,8,6.64,0.3,False,"[{""issue_key"": ""APIKIT-2251"", ""story_points"": 3, ""similarity"": 0.5471, ""title"": ""OOM with big payload""}, {""issue_key"": ""MULE-6844"", ""story_points"": 5, ""similarity"": 0.5362, ""title"": ""Connector Auto-Paging""}, {""issue_key"": ""MULE-11120"", ""story_points"": 5, ""similarity"": 0.5212, ""title"": ""Improve logs for tracking log lines related to a transaction""}, {""issue_key"": ""MULE-14395"", ""story_points"": 1, ""similarity"": 0.5199, ""title"": ""Update IO scheduler pool size based on capacity performance tests""}, {""issue_key"": ""MULE-14769"", ""story_points"": 5, ""similarity"": 0.5136, ""title"": ""ForEach is not non-blocking""}, {""issue_key"": ""MULE-9187"", ""story_points"": 1, ""similarity"": 0.5125, ""title"": ""Improved DataType support in MuleMessage to include information of types of list payload""}, {""issue_key"": ""MULE-13700"", ""story_points"": 21, ""similarity"": 0.5097, ""title"": ""Implement flow stack dump - Runtime support""}, {""issue_key"": ""MULE-10293"", ""story_points"": 8, ""similarity"": 0.5085, ""title"": ""Migrate test for chunked transfer with content length (MULE-9737) to 4.x""}, {""issue_key"": ""MULE-7787"", ""story_points"": 5, ""similarity"": 0.5064, ""title"": ""Do performance testing of log4j2 implementation""}, {""issue_key"": ""MULE-14487"", ""story_points"": 13, ""similarity"": 0.501, ""title"": ""Implement logging infrastructure""}]"
DM-12703,Lsstcorp Data management,Epic,Astrometric bootstrapping in S18,Develop a system of incorporating prior knowledge (e.g. of the boresight) into our astrometric fitting routines.,21,13,0.3,True,5,18,Research bootstrapping techniques | Design integration points with current fitting routines | Implement test cases for boresight incorporation | Validate against historical data sets | Prepare documentation and report,"[{""title"": ""Research bootstrapping techniques"", ""story_points"": 5, ""reasoning"": ""Evaluate existing literature and internal knowledge on astrometric bootstrapping methods relevant to the boresight.""}, {""title"": ""Design integration points with current fitting routines"", ""story_points"": 4, ""reasoning"": ""Define how prior boresight information will be injected into the main astrometric fitter, ensuring compatibility and minimal disruption.""}, {""title"": ""Implement test cases for boresight incorporation"", ""story_points"": 4, ""reasoning"": ""Develop unit and integration tests to verify that bootstrapping with prior knowledge improves accuracy as expected.""}, {""title"": ""Validate against historical data sets"", ""story_points"": 3, ""reasoning"": ""Use past calibration datasets (like DECam COSMOS) to demonstrate improved precision and reduced systematic errors.""}, {""title"": ""Prepare documentation and report"", ""story_points"": 2, ""reasoning"": ""Create a summary of findings, integration approach, and performance gains for stakeholders.""}]","The current ticket requires bootstrapping the LSST astrometric solution by systematically incorporating prior knowledge about the telescope's boresight, which is a focused enhancement to existing calibration routines. Similar past work such as DM-26807 (21 SP) involved adopting new astrometric fitters and generating performance reports, indicating comparable complexity in integration and validation tasks. The present task differs mainly in its emphasis on bootstrapping methods rather than full implementation or reporting, but the scope is similar due to the need for careful calibration and testing. Therefore, I estimate it at 13 story points based on the weighted average of recent similar epics.",rag+llm:olmo-3-7b-instruct,13,8.29,0.3,False,"[{""issue_key"": ""DM-26807"", ""story_points"": 21, ""similarity"": 0.5923, ""title"": ""Adopt new astrometric fitter in F20B""}, {""issue_key"": ""DM-1577"", ""story_points"": 5, ""similarity"": 0.574, ""title"": ""Rework Astrometry class""}, {""issue_key"": ""DM-10915"", ""story_points"": 21, ""similarity"": 0.5733, ""title"": ""Include proper motion in jointcal fit""}, {""issue_key"": ""DM-4846"", ""story_points"": 1, ""similarity"": 0.5666, ""title"": ""MeasureMergedCoaddSourcesTask should not derive a new astrometric solution""}, {""issue_key"": ""DM-13766"", ""story_points"": 5, ""similarity"": 0.5666, ""title"": ""Prepare astrometry talk for PST/SCC""}, {""issue_key"": ""DM-3209"", ""story_points"": 1, ""similarity"": 0.5627, ""title"": ""Add debugging for astrometry.net solver""}, {""issue_key"": ""DM-2792"", ""story_points"": 1, ""similarity"": 0.5405, ""title"": ""Make the new astrometry task the default task""}, {""issue_key"": ""DM-21879"", ""story_points"": 1, ""similarity"": 0.5364, ""title"": ""Write-up summary of astrometry meeting with Gary Bernstein, Mike Jarvis and Pierre-Fran\u00e7ois Leget""}, {""issue_key"": ""DM-6443"", ""story_points"": 21, ""similarity"": 0.5319, ""title"": ""Measure photometric and astrometric precision for DECam COSMOS dataset""}, {""issue_key"": ""DM-2755"", ""story_points"": 5, ""similarity"": 0.53, ""title"": ""Improve selection criteria for sources""}]"
